SKU,Description,Price,UOM,Family,Product,Type,Item,Dielectric,Noise Reduction Rating NRR,Radio Band Type,Ear Muff Style,Ear Muff Cup Color,Series,Features,Standards,For Use With,Disposable/ Reusable,Insertion Method,Metal Detectable,Ear Plug Color,Ear Plug Material,Ear Plug Shape,Ear Plug Size,Cord Options,Band Color - Hearing Protection,Cord Color,Cord Material - Hearing Protection,Pairs Per Package,Ear Plug Packaging,Ear Plug Pair Pack Type,Band Material - Hearing Protection,Material - Ear Plug Dispensers,Height - Ear Plug Dispensers,Width - Ear Plug Dispensers,Depth - Ear Plug Dispensers,Mounting Style - Ear Plug Dispensers,Dispenser Lid Style,Includes,Capacity - Pairs of Ear Plugs,Green Environmental Attribute,Ear Muff Cushion Material,Ear Muff Type,Compatible Earmuff,Compatible Mfg. Model Number,Replacement Pad Grainger Part Number,Weight,Mounting Hole Center to Center,Number of Mounting Holes,Battery Type,Auxiliary Input,Compatible Dispensing System,Compatible Grainger Part Number,Compatible Banded Earplug,Headset Style,In Ear / On Ear / Over Ear LOV,One Ear / Two Ear,Volume Control,Push To Talk,Noise Canceling,Color,Batteries Included,Battery Size,Number of Batteries,Wired Connection Type,Connection Type - Head Protection,Cable Style,Frequency Range,System Requirements,Green Certification or Other Recognition,Ear Muff Cup Material
49YV94,"Hearing Band, Pod, 22dB",$6.64 ,/ each,safety,hearing-protection,"ear-plugs-metal-detectable"">Ear",Hearing Band,,22dB,,,,Contra-Band,,ANSI S3.19-1974,,Reusable,Push-In,Yes,Blue,Vinyl,Pod,M,Banded,Blue,,,1,Bulk Box,Plastic Bag,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4DY70,"Over-the-Head Electronic Ear Muffs,  26dB Noise Reduction Rating NRR,  Dielectric No,  Black",$70.15 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Electronic Ear Muffs,No,26dB,No Radio Band,Over-the-Head,Black,PTL,Listening Mode Capability Allows Wearer to Hear People Talk or Sounds without Removing Headset,ANSI S3.19-1974,,,,,,,,,,Black,,,,,,"PVC, Stainless Steel",,,,,,,Battery,,,Foam,Rigid,HY7,,,12.8 oz.,,,Alkaline,,,,,,,,,,,,Yes,AA,1,,,,,,,
4DY83,"Cylinder Ear Plugs,  29dB Noise Reduction Rating NRR,  Uncorded,  M,  Orange,  PK 200",$36.06 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,29dB,,,,Matrix(TM),,ANSI S3.19-1974 Tested,,Disposable,,No,Orange,Foam,Cylinder,M,Uncorded,,,,200,Bag Wrapped Pair,Plastic Bag,,,,,,,,(200) Pair of Earplugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4DY84,"Ear Plugs, Corded, Cylinder, 29dB, PK100",$26.13 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,29dB,,,,Matrix(TM),,ANSI S3.19-1974 Tested,,Disposable,Push-In,No,Orange,Foam,Cylinder,M,Corded,Blue,Blue,PVC,100,Bulk Box,Plastic Bag,PVC,,,,,,,(100) Pair of Earplugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4DY86,"Contoured-T Ear Plugs,  33dB Noise Reduction Rating NRR,  Corded,  M,  Blue, Orange,  PK 100",$44.59 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs-metal-detectable"">Ear",Ear Plugs,,33dB,,,,Laser Trak(R),,ANSI S3.19-1974 Tested,,Disposable,Roll-Down,Yes,"Blue, Orange",Foam,Contoured-T,M,Corded,Blue,Blue,PVC,100,Bulk Box,Plastic Bag,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4DY87,"Over-the-Head Ear Muffs,  30dB Noise Reduction Rating NRR,  Dielectric No,  Gray",$28.98 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,30dB,,Over-the-Head,Gray,Leightning(R),Paded EVA Foam Headband,ANSI S3.19-1974,,,,,,,,,,Black,,,,,,Metal,,,,,,,,,,Foam,Rigid,Leightning(R) L3s Headband Earmuff,"1012000, 1016730, 1000365, 3302101, 1016870, 1016871",3NKW7,10.7 oz.,,,,,,,,,,,,,,,,,,,,,,,,
4DY88,"Over-the-Head Ear Muffs,  30dB Noise Reduction Rating NRR,  Dielectric Yes,  Black",$29.55 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,30dB,,Over-the-Head,Black,Thunder(R),"Broad Ear Cushions, Spacious Earcups, Inner Ventilated Headband, Soft Ear Cushions",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,Plastic,,,,,,,,,,Foam,Rigid,Thunder(R) Noise Blocking Earmuff,1010976,3NKW4,10.8 oz.,,,,,,,,,,,,,,,,,,,,,,,,
4DY89,"Ear Muffs, Over-the-Head, Dielectric, 28dB",$24.13 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,28dB,,Over-the-Head,Green,Thunder(R),"Broad Ear Cushions, Spacious Earcups, Inner Ventilated Headband, Soft Ear Cushions",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,Plastic,,,,,,,,,,Foam,Rigid,Thunder(R) T2,1010975,3NKW5,8.1 oz.,,,,,,,,,,,,,,,,,,,,,,,,
4DY91,"Multi-Position Ear Muffs,  29dB Noise Reduction Rating NRR,  Dielectric Yes,  Black",$28.79 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,29dB,,Multi-Position,Black,Viking(R),"Inner Ventilated Headband, Soft Ear Cushions",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,Plastic,,,,,,,Headband Strap,,,Foam,Rigid,Viking(R) V1 Multiple-Position Earmuff,"1006018, 1016730, 1000365, 3302101, 1016870, 1016871","3NKX2, 36G707, 6AV10",8.7 oz.,,,,,,,,,,,,,,,,,,,,,,,,
4DY92,"Ear Muffs, Multi-Position, Dielectric, 27dB",$24.42 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,27dB,,Multi-Position,Blue,Viking(R),"Inner Ventilated Headband, Soft Ear Cushions",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,,,,,,,,Headband Strap,,,Foam,Rigid,Viking(R) V1 Multiple-Position Earmuff,1011999,3NKW9,7.2 oz.,,,,,,,,,,,,,,,,,,,,,,,,
4GMR9,Ear Plug Dispenser,$70.79 ,/ each,safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispenser,,,,,,,,,Universal,Reusable,,,,,,,,,,,,,,,High Impact PETG,"11""","6""","8""","Table Top, Wall",Hinged Lid,,100 Pairs,,,,,,,,"3-11-16""",2,,,,,,,,,,,,,,,,,,,,,,
4GMT1,Ear Plug Dispenser,$87.18 ,/ each,safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispenser,,,,,,,,,Universal,Reusable,,,,,,,,,,,,,,,High Impact PETG,"11""","12""","8""","Table Top, Wall",Hinged Lid,,200 Pairs,,,,,,,,"9-1/2""",2,,,,,,,,,,,,,,,,,,,,,,
4RC38,"Ear Muffs, Hard Hat Mounted, NRR 21dB",$37.90 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,21dB,,Hard Hat Mounted,Black,E-A-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4RCZ2,"Ear Muffs, Multi-Position, Dielectric, 25dB",$12.50 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,25dB,,Multi-Position,"Black, Red",QM24+,"Ultra Lightweight Design, Dielectric Construction",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,Plastic,,,,,,,,,,Foam,Rigid,QM24+,HK4,36G714,10.6 oz.,,,,,,,,,,,,,,,,,,,,,,,,
4T016,"Over-the-Head Ear Muffs,  25dB Noise Reduction Rating NRR,  Dielectric No,  Yellow",$21.00 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,25dB,,Over-the-Head,Yellow,Optime,"Lightweight Stainless Steel Headband, 2 Point Suspension",ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4T017,"Over-the-Head Ear Muffs,  27dB Noise Reduction Rating NRR,  Dielectric No,  Black, Green",$26.65 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,27dB,,Over-the-Head,"Black, Green",Optime,"Protection At Extreme High and Low Frequency Levels, Stainless Steel Headband With Wide Padded Head Cushion, Patented Liquid/Foam Ear Cushions",ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4T018,"Behind-the-Neck Ear Muffs,  21dB Noise Reduction Rating NRR,  Dielectric No,  Black",$20.06 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,21dB,,Behind-the-Neck,Black,Optime,"Low Profile, Patented Liquid/Foam Cushion",ANSI S3.19-1974,Hard Caps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4T019,"Hard Hat Mounted Ear Muffs,  23dB Noise Reduction Rating NRR,  Dielectric No,  Yellow",$21.05 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,23dB,,Hard Hat Mounted,Yellow,Optime,"Low Profile, Swing Muffs Up, Seal Against Hard Cap",ANSI S3.19-1974,Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4T023,"Folding Ear Muffs,  21dB Noise Reduction Rating NRR,  Dielectric No,  Black",$31.85 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,21dB,,Folding,Black,Optime,Folds Up For Storage,ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4T147,"Cylinder Ear Plugs,  29dB Noise Reduction Rating NRR,  Uncorded,  M,  Yellow,  PK 200",$45.08 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,29dB,,,,E-A-R(TM) Classic(TM),,ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Foam,Cylinder,M,Uncorded,,,,200,Bulk Box,Pillow Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4T150,"Ear Plugs, Uncorded, Flanged, 25dB, PR",$1.97 ,/ pair,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,25dB,,,,E-A-R(TM) UltraFit(TM),,ANSI S3.19-1974,,Reusable,Push-In,No,Yellow,Vinyl,Flanged,M,Uncorded,,,,50,Bulk Box,Plastic Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4T151,"Ear Plugs, Corded, Flanged, 25dB, PR",$1.96 ,/ pair,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,25dB,,,,E-A-R(TM) UltraFit(TM),,"ANSI S3.19-1974, CSA Class AL",,Reusable,Push-In,No,Yellow,Vinyl,Flanged,M,Corded,Blue,Blue,Vinyl,100,Bulk Box,Plastic Bag,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4T152,"Ear Plugs, Corded, Flanged, 25dB, PR",$2.53 ,/ pair,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,25dB,,,,E-A-R(TM) UltraFit(TM),,"ANSI S3.19-1974, CSA Class AL",,Reusable,Push-In,No,Yellow,Vinyl,Flanged,M,Corded,Blue,Blue,Vinyl,1,Carrying Case,Plastic Case,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4XR06,Ear Plug Dispenser,$62.96 ,/ each,safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispenser,,,,,,,,,Universal,,,,,,,,,,,,,,,,Acrylic,"10-5/8""","10-5/8""","10-5/8""","Table Top, Wall",Open,,200 Pairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52JH52,"Ear Muffs, Hard Hat Mounted, NRR 25dB",$32.27 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,25dB,,Hard Hat Mounted,"Black, Red",PELTOR,"High Performance Arms, Balance Durability, Flexibility",,Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52JH53,"Ear Muffs, Over-the-Head, NRR 27dB",$45.53 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,27dB,,Over-the-Head,Orange,PELTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52JH54,"Ear Muffs, Hard Hat Mounted, NRR 21dB",$21.49 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,21dB,,Hard Hat Mounted,Orange,PELTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52JH55,"Ear Muffs, Hard Hat Mounted, NRR 21dB",$21.25 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,21dB,,Hard Hat Mounted,"Black, Green",PELTOR,"High Performance Arms, Balance Durability, Flexibility",,Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52JH56,"Hard Hat Mounted Ear Muffs,  24dB Noise Reduction Rating NRR,  Dielectric No,  Black, Yellow",$22.46 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,24dB,,Hard Hat Mounted,"Black, Yellow",PELTOR,"High Performance Arms, Balance Durability, Flexibility",,Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52JH57,"Ear Muffs, Hard Hat Mounted, NRR 25dB",$41.64 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,25dB,,Hard Hat Mounted,Orange,PELTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52JH58,"Ear Muffs, Hard Hat Mounted, NRR 25dB",$42.92 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,25dB,,Hard Hat Mounted,"Black, Yellow",PELTOR,"High Performance Arms, Balance Durability, Flexibility",,Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52JH59,"Hard Hat Mounted Ear Muffs,  31dB Noise Reduction Rating NRR,  Dielectric No,  Black",$45.69 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,31dB,,Hard Hat Mounted,Black,PELTOR,"High Performance Arms, Balance Durability, Flexibility",,Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52JH63,"In-Ear Electronic Ear Plugs,  Ear Plugs Dependent Noise Reduction Rating NRR,  Dielectric No",$107.35 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Electronic Ear Plugs,No,Ear Plugs Dependent,No Radio Band,In-Ear,,HearPlugs,"Peltip1 - 24dB NRR, Peltip6 - 30dB NRR",ANSI S3.19-1974,,,,,Yellow,,Multiple,Multiple,,,,,,,,,,,,,,,,,,,,,,,3.2 oz.,,,(1) AA,3.5mm Mono Plug,,,,,,,,,,,,AA,1,3.5mm Mono Jack,Wired,Straight,,,,
52JH64,"In-Ear Electronic Ear Plugs,  Ear Plugs Dependent Noise Reduction Rating NRR,  Dielectric No",$107.35 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Electronic Ear Plugs,No,Ear Plugs Dependent,No Radio Band,In-Ear,,HearPlugs,"Peltip1 - 24dB NRR, Peltip6 - 30dB NRR",ANSI S3.19-1974,,,,,Yellow,,Multiple,Multiple,,,,,,,,,,,,,,,,,,,,,,,3.2 oz.,,,(1) AA,3.5mm Mono Plug,,,,,,,,,,,,AA,1,3.5mm Mono Jack,Wired,Curled,,,,
52JH65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52JH67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52JH68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52KD60,"Ear Muffs, Multi-Position, Dielectric, 27dB",$14.03 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,27dB,,Multi-Position,Black,Black Hawk,"Dielectric, three position earmuff. High performance economy muff","ANSI S3.19-1974, CSA Class A",,,,,,,,,,Black,,,,,,Plastic,,,,,,,,,,PVC,Rigid,,101-29001,3NHJ4,6.7 oz.,,,,,,,,,,,,,,,,,,,,,,,,
52KD61,"Ear Muffs, Hard Hat Mounted, 24dB",$20.24 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,24dB,,Hard Hat Mounted,Black,Black Hawk,"Low Profile Arm Assembly, Tension Adjustment Feature, Soft-Seal Ear Cushion","ANSI S3.19-1974, CSA Class A",Hard Hats,,,,,,,,,Black,,,,,,Plastic,,,,,,,Hard Hat Adapter,,,PVC,Rigid,,101-29001,3NHJ4,8.8 oz.,,,,,,,,,,,,,,,,,,,,,,,,
52WT14,"Over-the-Head Ear Muffs,  30dB Noise Reduction Rating NRR,  Dielectric No,  Black",$105.45 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,30dB,,Over-the-Head,Black,Impact(R) Pro,"Noise Suppression, Not Muting, Volume Control, Sound Amplification, Quick-Click Height Adjustment, Snap-In Ear Cushions, 3.5mm Audio Jack","ANSI S3.19-1974, ANSI S12.42 (S3.19), CSA Class A and EN352-",,,,,,,,,,Black,,,,,,,,,,,,,3.5mm Cable,,,Foam,Rigid,Impact(R) Sport,1015280,36G712,0.1 lb.,,,Alkaline,,,,,,,,,,,,Yes,AAA,2,,,,,,,
52WZ25,"Over-the-Head Electronic Ear Muffs,  26dB Noise Reduction Rating NRR,  Dielectric No,  Black",$109.43 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Electronic Ear Muffs,No,26dB,AM/FM,Over-the-Head,Black,WorkTunes(TM),Built in FM/AM Radio Receiver,ANSI S3.19-1974,,,,,,,,,,Black,,,,,,"PVC, Stainless Steel",,,,,,,,,,Foam,Rigid,HY220,,,12.45 oz.,,,Alkaline,3.5mm Stereo Plug,,,,,,,,,,,Yes,AA,2,3.5mm Stereo Jack,Wired,,,,,
52WZ26,"Hard Hat Mounted Electronic Ear Muffs,  23dB Noise Reduction Rating NRR,  Dielectric No,  Black",$109.43 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Electronic Ear Muffs,No,23dB,AM/FM,Hard Hat Mounted,Black,Radio,Built in FM/AM Radio Receiver,ANSI S3.19-1974,,,,,,,,,,Black,,,,,,,,,,,,,Built-in antenna,,,Foam,Rigid,HY220,,,13.08 oz.,,,Alkaline,3.5mm Stereo Plug,,,,,,,,,,,Yes,AA,2,3.5mm Stereo Jack,Wired,,,,,
52WZ27,"Over-the-Head Electronic Ear Muffs,  21dB Noise Reduction Rating NRR,  Dielectric No,  Black",$102.74 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Electronic Ear Muffs,No,21dB,No Radio Band,Over-the-Head,Black,Pro-Tac III,"Voice Guided Menu System, Auto Power Off Turn Off After 4 hr. of Non-Use to Save Battery, Low-Battery Warning",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,"PVC, Stainless Steel",,,,,,,,,,Foam,Rigid,HY220,,,10.6 oz.,,,Alkaline,3.5mm Stereo Plug,,,,,,,,,,,Yes,AA,2,3.5mm Stereo Jack,Wired,,,,,
52WZ28,"Hard Hat Mounted Electronic Ear Muffs,  19dB Noise Reduction Rating NRR,  Dielectric No,  Black",$102.74 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Electronic Ear Muffs,No,19dB,No Radio Band,Hard Hat Mounted,Black,Pro-Tac III,"Voice Guided Menu System, Auto Power Off Turn Off After 4 hr. of Non-Use to Save Battery, Low-Battery Warning",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,,,,,,,,,,,Foam,Rigid,HY220,,,11.35 oz.,,,Alkaline,3.5mm Stereo Plug,,,,,,,,,,,Yes,AA,2,3.5mm Stereo Jack,Wired,,,,,
52WZ29,"Over-the-Head Electronic Ear Muffs,  26dB Noise Reduction Rating NRR,  Dielectric No,  Black",$106.76 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Electronic Ear Muffs,No,26dB,No Radio Band,Over-the-Head,Black,Pro-Tac III,"Voice Guided Menu System, Auto Power Off Turn Off After 4 hr. of Non-Use to Save Battery, Low-Battery Warning",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,"PVC, Stainless Steel",,,,,,,,,,Foam,Rigid,HY220,,,12.5 oz.,,,Alkaline,3.5mm Stereo Plug,,,,,,,,,,,Yes,AA,2,3.5mm Stereo Jack,Wired,,,,,
52WZ30,"Hard Hat Mounted Electronic Ear Muffs,  23dB Noise Reduction Rating NRR,  Dielectric No,  Black",$106.76 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Electronic Ear Muffs,No,23dB,No Radio Band,Hard Hat Mounted,Black,Pro-Tac III,"Voice Guided Menu System, Auto Power Off Turn Off After 4 hr. of Non-Use to Save Battery, Low-Battery Warning",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,,,,,,,,,,,Foam,Rigid,HY220,,,13 oz.,,,Alkaline,3.5mm Stereo Plug,,,,,,,,,,,Yes,AA,2,3.5mm Stereo Jack,Wired,,,,,
52YF35,"Ear Muffs, Multi-Position, Dielectric, 29dB",$19.48 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,29dB,,Multi-Position,Gray,Sound Star,"DIelectric, three position earmuff.","ANSI S3.19-1974, CSA Class AL",,,,,,,,,,Black,,,,,,Plastic,,,,,,,,,,PVC,Rigid,,101-29001,3NHJ4,10.1 oz.,,,,,,,,,,,,,,,,,,,,,,,,
52ZV35,"Pod Ear Plug Dispensing System,  30dB Noise Reduction Rating NRR,  M,  High-Visibility Green",$125.28 ,/ pkg. of 150,safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispensing System,,30dB,,,,Glide(R),,ANSI S3.19-1974,,Disposable,,No,High-Visibility Green,Foam,Pod,M,Corded,Green,Green,Plastic,150,Bulk Box,Plastic Bag,Plastic,,,,,Wall,,"Mounting Bracket, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52ZV36,"Ear Plugs, Corded, Bell, 20dB, PR",$19.35 ,/ pair,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,20dB,,,,Battleplugs(R),,ANSI S3.19-1974,,Reusable,Push-In,No,Blue,Vinyl,Bell,S,Corded,Black,Black,Cloth,1,Bulk Box,Plastic Case,Cloth,,,,,,,"Detachable Cord, Keychain",,Does Not Contain PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52ZV38,"Ear Plugs, Corded, Bell, 24dB, PR",$19.35 ,/ pair,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,24dB,,,,Battleplugs(R),,ANSI S3.19-1974,,Reusable,Push-In,No,Green,Vinyl,Bell,M,Corded,Black,Black,Cloth,1,Bulk Box,Plastic Case,Cloth,,,,,,,"Detachable Cord, Keychain",,Does Not Contain PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52ZV39,"Ear Plugs, Corded, Bell, 24dB, PR",$19.35 ,/ pair,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,24dB,,,,Battleplugs(R),,ANSI S3.19-1974,,Reusable,Push-In,No,Tan,Vinyl,Bell,L,Corded,Black,Black,Cloth,1,Bulk Box,Plastic Case,Cloth,,,,,,,"Detachable Cord, Keychain",,Does Not Contain PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52ZV59,"Communication Headset,  25dB Noise Reduction Rating NRR",$219.34 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Communication Headset,,25dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB Cord, Wall Charger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52ZV60,"Over-the-Head Industrial Ear Muffs,  30dB Noise Reduction Rating NRR,  Dielectric No,  Black, Yellow",$182.40 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Industrial Ear Muffs,No,30dB,No Radio Band,Over-the-Head,"Black, Yellow",Impact(R) Pro,,"ANSI S3.19-1974, CSA Class AL",,,,,,,,,,Black,,,,,,Textile,,,,,,,3.5mm Cable,,,"Polyurethane, PVC",Rigid,Honeywell Howard Leight(TM) Impact(R) Pro Industrial Earmuff,"1008000 (Hygiene Kit), 1017210 (Rplc Cable), 1000365 (Cool II absorbant pads).","3NKZ2, 36G713, 6AV10",0.90 oz.,,,,3.5mm Jack,,,,,,,,,,,Yes,AAA,2,3.5mm Stereo Jack,Wired,Straight,,,,
54FH93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54FH94,"Bullet Ear Plug Dispenser Refill,  33dB Noise Reduction Rating NRR,  M,  Orange",$364.00 ,"/ pkg. of 2,000",safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispenser Refill,,33dB,,,,Max(R),,"ANSI S3.19-1974, CSA",,Disposable,,No,Orange,Foam,Bullet,M,Uncorded,,,,2000,Bulk Box,Plastic Bag,,,,,,,,,,,,,,LS-400,,,,,,,Leight Source 400,1GAD8,,,,,,,,,,,,,,,,,,
54FH95,"Contoured-T Ear Plug Dispenser Refill,  32dB Noise Reduction Rating NRR,  M,  Magenta, Yellow",$301.60 ,"/ pkg. of 2,000",safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispenser Refill,,32dB,,,,Laser Lite(R),,"ANSI S3.19-1974, CSA",,Disposable,,No,"Magenta, Yellow",Foam,Contoured-T,M,Uncorded,,,,2000,Bulk Box,Plastic Bag,,,,,,,,,,,,,,LS-400,,,,,,,Leight Source 400,1GAD8,,,,,,,,,,,,,,,,,,
54FH96,"Ear Plug Dispenser Refill,  31dB, PK2000",$389.58 ,"/ pkg. of 2,000",safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispenser Refill,,31dB,,,,Multi Max(R),,"ANSI S3.19-1974, CSA",,Disposable,,No,"Orange, Yellow",Foam,Multi Max(R),M,Uncorded,,,,2000,Bulk Box,Plastic Bag,,,,,,,,,,,,,,LS-400,,,,,,,Leight Source 400,1GAD8,,,,,,,,,,,,,,,,,,
